Maroon_5
url,Date,Date_link,Location,Location_link,City,City_link
https://redpillbluestour.maroon5.com/,May 12,https://www.bandsintown.com/e/21946192?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Estadio Akron,https://www.bandsintown.com/e/21946192?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Guadalajara, Mexico",https://www.bandsintown.com/e/21946192?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,May 30,https://www.bandsintown.com/e/20244047?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Tacoma Dome,https://www.bandsintown.com/e/20244047?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Tacoma, WA",https://www.bandsintown.com/e/20244047?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 01,https://www.bandsintown.com/e/20244049?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Oracle Arena,https://www.bandsintown.com/e/20244049?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Oakland, CA",https://www.bandsintown.com/e/20244049?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 02,https://www.bandsintown.com/e/20244050?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Golden 1 Center,https://www.bandsintown.com/e/20244050?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Sacramento, CA",https://www.bandsintown.com/e/20244050?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 04,https://www.bandsintown.com/e/20244051?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,The Forum,https://www.bandsintown.com/e/20244051?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Inglewood, CA",https://www.bandsintown.com/e/20244051?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 05,https://www.bandsintown.com/e/20360831?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,The Forum,https://www.bandsintown.com/e/20360831?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Inglewood, CA",https://www.bandsintown.com/e/20360831?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 07,https://www.bandsintown.com/e/20244052?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Talking Stick Resort Arena,https://www.bandsintown.com/e/20244052?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Phoenix, AZ",https://www.bandsintown.com/e/20244052?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 09,https://www.bandsintown.com/e/20243307?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,American Airlines Arena,https://www.bandsintown.com/e/20243307?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Dallas, TX",https://www.bandsintown.com/e/20243307?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 10,https://www.bandsintown.com/e/20243302?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Toyota Center,https://www.bandsintown.com/e/20243302?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Houston, TX",https://www.bandsintown.com/e/20243302?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 12,https://www.bandsintown.com/e/20243299?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,AT&T Center,https://www.bandsintown.com/e/20243299?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"San Antonio, TX",https://www.bandsintown.com/e/20243299?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 14,https://www.bandsintown.com/e/20243300?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Smoothie King Center,https://www.bandsintown.com/e/20243300?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"New Orleans, LA",https://www.bandsintown.com/e/20243300?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 16,https://www.bandsintown.com/e/20242806?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Amalie Arena,https://www.bandsintown.com/e/20242806?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Tampa, FL",https://www.bandsintown.com/e/20242806?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Jun 17,https://www.bandsintown.com/e/20242804?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,BB&T Center,https://www.bandsintown.com/e/20242804?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Sunrise, FL",https://www.bandsintown.com/e/20242804?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Aug 03,https://www.bandsintown.com/e/21350059?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Newbo Evolve Festival,https://www.bandsintown.com/e/21350059?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Cedar Rapids, IA",https://www.bandsintown.com/e/21350059?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Aug 04,https://www.bandsintown.com/e/21350063?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Newbo Evolve Festival,https://www.bandsintown.com/e/21350063?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Cedar Rapids, IA",https://www.bandsintown.com/e/21350063?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Aug 05,https://www.bandsintown.com/e/21350068?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Tom Benson Hall of Fame Stadium,https://www.bandsintown.com/e/21350068?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Canton, OH",https://www.bandsintown.com/e/21350068?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Aug 25,https://www.bandsintown.com/e/22312428?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Parque Fundidora,https://www.bandsintown.com/e/22312428?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Monterrey, Mexico",https://www.bandsintown.com/e/22312428?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 07,https://www.bandsintown.com/e/20243913?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Vivint Smart Home Arena,https://www.bandsintown.com/e/20243913?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Salt Lake City, UT",https://www.bandsintown.com/e/20243913?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 09,https://www.bandsintown.com/e/20243911?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Pepsi Center Arena,https://www.bandsintown.com/e/20243911?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Denver, CO",https://www.bandsintown.com/e/20243911?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 11,https://www.bandsintown.com/e/20243304?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Sprint Center,https://www.bandsintown.com/e/20243304?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Kansas City, MO",https://www.bandsintown.com/e/20243304?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 13,https://www.bandsintown.com/e/20243301?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Scottrade Center,https://www.bandsintown.com/e/20243301?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"St Louis, MO",https://www.bandsintown.com/e/20243301?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 14,https://www.bandsintown.com/e/20243305?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,United Center,https://www.bandsintown.com/e/20243305?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Chicago, IL",https://www.bandsintown.com/e/20243305?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 16,https://www.bandsintown.com/e/20243912?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Wisconsin Entertainment and Sports Center,https://www.bandsintown.com/e/20243912?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Milwaukee, WI",https://www.bandsintown.com/e/20243912?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
