Character_Appearances
url,Character,Portrayed_by,Seasons
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Leonard Hofstadter,Johnny Galecki,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Sheldon Cooper,Jim Parsons,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Penny,Kaley Cuoco,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Howard Wolowitz,Simon Helberg,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Raj Koothrappali,Kunal Nayyar,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Leslie Winkle,Sara Gilbert,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Bernadette Rostenkowski-Wolowitz,Melissa Rauch,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Amy Farrah Fowler,Mayim Bialik,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Stuart Bloom,Kevin Sussman,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Emily Sweeney,Laura Spencer,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Main
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Kurt,Brian Patrick Wade,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Eric Gablehauser,Mark Harelik,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Mary Cooper,Laurie Metcalf,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Mrs. Wolowitz,Carol Ann Susi,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring; voice only
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,V.M. Koothrappali,Brian George,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Mrs. Koothrappali,Alice Amter,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Barry Kripke,John Ross Bowie,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Beverly Hofstadter,Christine Baranski,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
