Fi_Unicode_Search_Result
url,Unicode_code_point,character,UTF-8_encoding_(hex),Unicode_character_name,Unicode_1.0_character_name_(depecrated)
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 0810,ࠐ,e0 a0 90,SA­MA­RI­TAN LET­TER FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 10F6,ჶ,e1 83 b6,GEORGIAN LET­TER FI,GEORGIAN SMALL LETTER FI
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 134A,ፊ,e1 8d 8a,ET­HI­O­PIC SYL­LA­BLE FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 1555,ᕕ,e1 95 95,CANADIAN SYLLABICS FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 2CAA,Ⲫ,e2 b2 aa,COPTIC CA­PI­TAL LET­TER FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 2CAB,ⲫ,e2 b2 ab,COPTIC SMALL LET­TER FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; A0CF,ꃏ,ea 83 8f,YI SYL­LA­BLE FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; A531,ꔱ,ea 94 b1,VAI SYL­LA­BLE FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; FB01,ﬁ,ef ac 81,LATIN SMALL LIGATURE FI,
https://unicode-search.net/unicode-namesearch.pl?term=fi&.submit=Search,U+; 1E85A,𞡚,f0 9e a1 9a,MENDE KIKAKUI SYL­LA­BLE M034 FI,
